valuations_metrics,financials,stock_statistics,stock_price_summary,dividends_and_splits,symbol,name,currency,exchange,mic_code,exchange_timezone
"{'market_capitalization': 146411798528, 'enterprise_value': 310472933376, 'trailing_pe': 19.869415, 'forward_pe': 28.343138, 'peg_ratio': 28.343138, 'price_to_sales_ttm': 2.630656, 'price_to_book_mrq': 7.077978, 'enterprise_to_revenue': 5.578, 'enterprise_to_ebitda': 11.562}","{'fiscal_year_ends': '2023-06-30', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.1328, 'operating_margin': 0.38531, 'return_on_assets_ttm': 0.14743, 'return_on_equity_ttm': 0.19326, 'income_statement': {'revenue_ttm': 55656001536, 'revenue_per_share_ttm': 21.974, 'quarterly_revenue_growth': 0.057, 'gross_profit_ttm': 37904000000, 'ebitda': 28037000000, 'net_income_to_common_ttm': 7391000064, 'diluted_eps_ttm': 2.91, 'quarterly_earnings_growth_yoy': -0.856}, 'balance_sheet': {'total_cash_mrq': 10645000192, 'total_cash_per_share_mrq': 2.101, 'total_debt_mrq': 23945000960, 'total_debt_to_equity_mrq': 52.521, 'current_ratio_mrq': 1.568, 'book_value_per_share_mrq': 8.169}, 'cash_flow': {'operating_cash_flow_ttm': 20814999552, 'levered_free_cash_flow_ttm': 9084749824}}","{'shares_outstanding': 2532199936, 'float_shares': 4873035240, 'avg_10_volume': 2224170, 'avg_90_volume': 2351060, 'shares_short': 9973829, 'short_ratio': 3.95, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0.00056, 'percent_held_by_institutions': 0.03812}","{'fifty_two_week_low': 54.28, 'fifty_two_week_high': 69.11, 'fifty_two_week_change': -4.358, 'beta': 0.853, 'day_50_ma': 61.6578, 'day_200_ma': 59.7174}","{'forward_annual_dividend_rate': 5.76, 'forward_annual_dividend_yield': 0.1000868809730669, 'trailing_annual_dividend_rate': 3.04, 'trailing_annual_dividend_yield': 0.0528236316246742, '5_year_average_dividend_yield': 7.19, 'payout_ratio': 1.1668, 'dividend_date': '2024-03-28', 'ex_dividend_date': '2024-03-07', 'last_split_factor': '1121-for-1000 split', 'last_split_date': '2022-06-02'}",BHP,BHP Group Ltd,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 140862160896, 'enterprise_value': 27779010560, 'trailing_pe': 16.629345, 'forward_pe': 11.735695, 'peg_ratio': 11.735695, 'price_to_sales_ttm': 2.6274862, 'price_to_book_mrq': 1.5521001, 'enterprise_to_revenue': 0.518, 'enterprise_to_ebitda': None}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.16950001, 'operating_margin': 0.30009001, 'return_on_assets_ttm': 0.00778, 'return_on_equity_ttm': 0.09174, 'income_statement': {'revenue_ttm': 53610999808, 'revenue_per_share_ttm': 32.931, 'quarterly_revenue_growth': 0.018, 'gross_profit_ttm': 0, 'ebitda': 0, 'net_income_to_common_ttm': 8529999872, 'diluted_eps_ttm': 5.18, 'quarterly_earnings_growth_yoy': -0.322}, 'balance_sheet': {'total_cash_mrq': 526500986880, 'total_cash_per_share_mrq': 321.966, 'total_debt_mrq': 403724009472, 'total_debt_to_equity_mrq': 403.797, 'current_ratio_mrq': 1.948, 'book_value_per_share_mrq': 55.499}, 'cash_flow': {'operating_cash_flow_ttm': -33536000000, 'levered_free_cash_flow_ttm': 8530000000}}","{'shares_outstanding': 1635270016, 'float_shares': 1249230510, 'avg_10_volume': 10680670, 'avg_90_volume': 8505840, 'shares_short': 14588801, 'short_ratio': 1.53, 'short_percent_of_shares_outstanding': 0.0116, 'percent_held_by_insiders': 0.23322001, 'percent_held_by_institutions': 0.62396}","{'fifty_two_week_low': 69.42, 'fifty_two_week_high': 95.57, 'fifty_two_week_change': -2.844, 'beta': 1.413, 'day_50_ma': 88.011, 'day_200_ma': 84.5233}","{'forward_annual_dividend_rate': 3.4, 'forward_annual_dividend_yield': 0.03882608199154962, 'trailing_annual_dividend_rate': 3.3249999999999997, 'trailing_annual_dividend_yield': 0.03796962430055955, '5_year_average_dividend_yield': 2.92, 'payout_ratio': 0.62740004, 'dividend_date': '2024-02-15', 'ex_dividend_date': '2024-01-30', 'last_split_factor': '2-for-1 split', 'last_split_date': '2000-01-27'}",MS,Morgan Stanley,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 138747281408, 'enterprise_value': 177664278528, 'trailing_pe': 18.312122, 'forward_pe': 17.985119, 'peg_ratio': 17.985119, 'price_to_sales_ttm': 1.6062989, 'price_to_book_mrq': -9.245585264408794, 'enterprise_to_revenue': 2.057, 'enterprise_to_ebitda': 13.18}","{'fiscal_year_ends': '2024-02-02', 'most_recent_quarter': '2023-10-31', 'profit_margin': 0.089449994, 'operating_margin': 0.09069, 'return_on_assets_ttm': 0.16896, 'return_on_equity_ttm': -0.45011926476778447, 'income_statement': {'revenue_ttm': 86376996864, 'revenue_per_share_ttm': 148.414, 'quarterly_revenue_growth': -0.171, 'gross_profit_ttm': 32257000000, 'ebitda': 13567000000, 'net_income_to_common_ttm': 7705999872, 'diluted_eps_ttm': 13.2, 'quarterly_earnings_growth_yoy': 0.065}, 'balance_sheet': {'total_cash_mrq': 1228000000, 'total_cash_per_share_mrq': 2.139, 'total_debt_mrq': 40144998400, 'total_debt_to_equity_mrq': -2.650359701591074, 'current_ratio_mrq': 1.225, 'book_value_per_share_mrq': -26.22}, 'cash_flow': {'operating_cash_flow_ttm': 8140000256, 'levered_free_cash_flow_ttm': 4783374848}}","{'shares_outstanding': 574000000, 'float_shares': 572088580, 'avg_10_volume': 2822220, 'avg_90_volume': 2611537, 'shares_short': 7988581, 'short_ratio': 3, 'short_percent_of_shares_outstanding': 0.0139, 'percent_held_by_insiders': 0.00083, 'percent_held_by_institutions': 0.76365995}","{'fifty_two_week_low': 181.85, 'fifty_two_week_high': 245.29, 'fifty_two_week_change': 19.107, 'beta': 1.12, 'day_50_ma': 223.1194, 'day_200_ma': 215.6546}","{'forward_annual_dividend_rate': 4.4, 'forward_annual_dividend_yield': 0.018097314194052565, 'trailing_annual_dividend_rate': 4.3500000000000005, 'trailing_annual_dividend_yield': 0.01789166289639288, '5_year_average_dividend_yield': 1.69, 'payout_ratio': 0.32950002, 'dividend_date': '2024-02-07', 'ex_dividend_date': '2024-01-23', 'last_split_factor': '2-for-1 split', 'last_split_date': '2006-07-03'}",LOW,Lowe's Cos Inc,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 138351378432, 'enterprise_value': 133307621376, 'trailing_pe': 78.06759, 'forward_pe': 53.644806, 'peg_ratio': 53.644806, 'price_to_sales_ttm': 19.42019, 'price_to_book_mrq': 10.395785, 'enterprise_to_revenue': 18.712, 'enterprise_to_ebitda': 61.46}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.25238, 'operating_margin': 0.23347001, 'return_on_assets_ttm': 0.07772, 'return_on_equity_ttm': 0.14829001, 'income_statement': {'revenue_ttm': 7124100096, 'revenue_per_share_ttm': 20.285, 'quarterly_revenue_growth': 0.165, 'gross_profit_ttm': 4729500000, 'ebitda': 2188600000, 'net_income_to_common_ttm': 1798000000, 'diluted_eps_ttm': 5.03, 'quarterly_earnings_growth_yoy': 0.866}, 'balance_sheet': {'total_cash_mrq': 5223199744, 'total_cash_per_share_mrq': 14.825, 'total_debt_mrq': 89800000, 'total_debt_to_equity_mrq': 0.67, 'current_ratio_mrq': 4.756, 'book_value_per_share_mrq': 37.773}, 'cash_flow': {'operating_cash_flow_ttm': 1813799936, 'levered_free_cash_flow_ttm': 779249984}}","{'shares_outstanding': 352326016, 'float_shares': 349542489, 'avg_10_volume': 1485410, 'avg_90_volume': 1500187, 'shares_short': 3263457, 'short_ratio': 1.81, 'short_percent_of_shares_outstanding': 0.0093, 'percent_held_by_insiders': 0.0054400004, 'percent_held_by_institutions': 0.88862}","{'fifty_two_week_low': 222.65, 'fifty_two_week_high': 403, 'fifty_two_week_change': 42.973, 'beta': 1.359, 'day_50_ma': 369.445, 'day_200_ma': 322.3428}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': '3-for-1 split', 'last_split_date': '2021-10-05'}",ISRG,Intuitive Surgical Inc,USD,NASDAQ,XNGS,America/New_York
"{'market_capitalization': 142065614848, 'enterprise_value': 189441310720, 'trailing_pe': 18.229084, 'forward_pe': 12.99858, 'peg_ratio': 12.99858, 'price_to_sales_ttm': 4.0389385, 'price_to_book_mrq': None, 'enterprise_to_revenue': 5.386, 'enterprise_to_ebitda': 13.44}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.22212, 'operating_margin': 0.34287998, 'return_on_assets_ttm': 0.124989994, 'return_on_equity_ttm': -0.8247935634130849, 'income_statement': {'revenue_ttm': 35173998592, 'revenue_per_share_ttm': 22.664, 'quarterly_revenue_growth': 0.11, 'gross_profit_ttm': 22281000000, 'ebitda': 13685000000, 'net_income_to_common_ttm': 7791000064, 'diluted_eps_ttm': 5.02, 'quarterly_earnings_growth_yoy': -0.084}, 'balance_sheet': {'total_cash_mrq': 3060999936, 'total_cash_per_share_mrq': 1.972, 'total_debt_mrq': 48658001920, 'total_debt_to_equity_mrq': -5.15117530383231, 'current_ratio_mrq': 0.749, 'book_value_per_share_mrq': -7.231}, 'cash_flow': {'operating_cash_flow_ttm': 9203999744, 'levered_free_cash_flow_ttm': 7547874816}}","{'shares_outstanding': 1552460032, 'float_shares': 1547737129, 'avg_10_volume': 4343140, 'avg_90_volume': 5230460, 'shares_short': 6549177, 'short_ratio': 1.19, 'short_percent_of_shares_outstanding': 0.0042, 'percent_held_by_insiders': 0.00178, 'percent_held_by_institutions': 0.79528}","{'fifty_two_week_low': 87.23, 'fifty_two_week_high': 101.915, 'fifty_two_week_change': -6.989, 'beta': 0.632, 'day_50_ma': 92.0794, 'day_200_ma': 93.57005}","{'forward_annual_dividend_rate': 5.2, 'forward_annual_dividend_yield': 0.05652788346559409, 'trailing_annual_dividend_rate': 5.140000000000001, 'trailing_annual_dividend_yield': 0.0558756386563757, '5_year_average_dividend_yield': 5.48, 'payout_ratio': 1.0239, 'dividend_date': '2024-01-10', 'ex_dividend_date': '2024-03-20', 'last_split_factor': None, 'last_split_date': None}",PM,Philip Morris International Inc,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 141825163264, 'enterprise_value': 80910957595, 'trailing_pe': 16.14121, 'forward_pe': 19.247421, 'peg_ratio': 19.247421, 'price_to_sales_ttm': 0.07336201, 'price_to_book_mrq': 0.09719874, 'enterprise_to_revenue': 3.462, 'enterprise_to_ebitda': None}","{'fiscal_year_ends': '2023-03-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.30537, 'operating_margin': 0.31625998, 'return_on_assets_ttm': None, 'return_on_equity_ttm': 0.16839, 'income_statement': {'revenue_ttm': 23372674018, 'revenue_per_share_ttm': 176.244, 'quarterly_revenue_growth': 1.211, 'gross_profit_ttm': 0, 'ebitda': 0, 'net_income_to_common_ttm': 7137226022, 'diluted_eps_ttm': 3.47, 'quarterly_earnings_growth_yoy': 0.359}, 'balance_sheet': {'total_cash_mrq': 22481613092, 'total_cash_per_share_mrq': 245.022, 'total_debt_mrq': 96678874495, 'total_debt_to_equity_mrq': 0.02146767567138228, 'current_ratio_mrq': None, 'book_value_per_share_mrq': 576.242}, 'cash_flow': {'operating_cash_flow_ttm': 327636500000, 'levered_free_cash_flow_ttm': 495446900000}}","{'shares_outstanding': 2532140032, 'float_shares': 6689359874, 'avg_10_volume': 2655630, 'avg_90_volume': 3689143, 'shares_short': 7046760, 'short_ratio': 1.26, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 1.0000001e-05, 'percent_held_by_institutions': 0.13853}","{'fifty_two_week_low': 52.16, 'fifty_two_week_high': 71.39, 'fifty_two_week_change': -15.262, 'beta': 0.768, 'day_50_ma': 58.0794, 'day_200_ma': 61.95415}","{'forward_annual_dividend_rate': 2.788, 'forward_annual_dividend_yield': 0.04982130092923517, 'trailing_annual_dividend_rate': 0.697, 'trailing_annual_dividend_yield': 0.012455325232308792, '5_year_average_dividend_yield': 0.58, 'payout_ratio': 0.2007, 'dividend_date': '2023-08-23', 'ex_dividend_date': '2023-05-12', 'last_split_factor': '2-for-1 split', 'last_split_date': '2019-09-26'}",HDB,HDFC Bank Ltd,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 140540674048, 'enterprise_value': -61224552081, 'trailing_pe': 12.471769, 'forward_pe': 10.947137, 'peg_ratio': 10.947137, 'price_to_sales_ttm': 2.6265357, 'price_to_book_mrq': 1.291815, 'enterprise_to_revenue': -1.543, 'enterprise_to_ebitda': None}","{'fiscal_year_ends': '2023-10-31', 'most_recent_quarter': '2024-01-31', 'profit_margin': 0.28609, 'operating_margin': 0.3709, 'return_on_assets_ttm': 0.00784, 'return_on_equity_ttm': 0.13656999, 'income_statement': {'revenue_ttm': 39675113168, 'revenue_per_share_ttm': 38.304, 'quarterly_revenue_growth': -0.012, 'gross_profit_ttm': 0, 'ebitda': 0, 'net_income_to_common_ttm': 11165205745, 'diluted_eps_ttm': 7.97, 'quarterly_earnings_growth_yoy': 0.143}, 'balance_sheet': {'total_cash_mrq': 507341390917, 'total_cash_per_share_mrq': 483.934, 'total_debt_mrq': 335882278927, 'total_debt_to_equity_mrq': 2.8834066936250946, 'current_ratio_mrq': None, 'book_value_per_share_mrq': 76.946}, 'cash_flow': {'operating_cash_flow_ttm': -22799768282, 'levered_free_cash_flow_ttm': 14623000000}}","{'shares_outstanding': 1413890048, 'float_shares': 1408696998, 'avg_10_volume': 1129980, 'avg_90_volume': 1262190, 'shares_short': 31209880, 'short_ratio': 6.79, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 2.0000001e-05, 'percent_held_by_institutions': 0.51351}","{'fifty_two_week_low': 77.9, 'fifty_two_week_high': 102.07, 'fifty_two_week_change': 3.021, 'beta': 0.836, 'day_50_ma': 98.5738, 'day_200_ma': 92.6436}","{'forward_annual_dividend_rate': 3.932, 'forward_annual_dividend_yield': 0.03962511337297188, 'trailing_annual_dividend_rate': 2.983, 'trailing_annual_dividend_yield': 0.03006147334475461, '5_year_average_dividend_yield': 3.93, 'payout_ratio': 0.5014, 'dividend_date': '2024-05-24', 'ex_dividend_date': '2024-04-24', 'last_split_factor': '2-for-1 split', 'last_split_date': '2006-04-07'}",RY,Royal Bank of Canada,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 134017048576, 'enterprise_value': 148706050048, 'trailing_pe': 51.84326, 'forward_pe': 26.73371, 'peg_ratio': 26.73371, 'price_to_sales_ttm': 10.723937, 'price_to_book_mrq': 3.9186099, 'enterprise_to_revenue': 11.899, 'enterprise_to_ebitda': 26.016}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.21013, 'operating_margin': 0.34518, 'return_on_assets_ttm': 0.04671, 'return_on_equity_ttm': 0.07433, 'income_statement': {'revenue_ttm': 12497000448, 'revenue_per_share_ttm': 39.249, 'quarterly_revenue_growth': 0.073, 'gross_profit_ttm': 8356000000, 'ebitda': 5233000000, 'net_income_to_common_ttm': 2625999872, 'diluted_eps_ttm': 8.23, 'quarterly_earnings_growth_yoy': 0.337}, 'balance_sheet': {'total_cash_mrq': 1316000000, 'total_cash_per_share_mrq': 4.19, 'total_debt_mrq': 12104999936, 'total_debt_to_equity_mrq': 31.772, 'current_ratio_mrq': 0.84, 'book_value_per_share_mrq': 108.883}, 'cash_flow': {'operating_cash_flow_ttm': 3710000128, 'levered_free_cash_flow_ttm': 4680875008}}","{'shares_outstanding': 314100000, 'float_shares': 313050906, 'avg_10_volume': 1450880, 'avg_90_volume': 1523413, 'shares_short': 3038275, 'short_ratio': 2.19, 'short_percent_of_shares_outstanding': 0.0097, 'percent_held_by_insiders': 0.0019, 'percent_held_by_institutions': 0.90694}","{'fifty_two_week_low': 321.145, 'fifty_two_week_high': 461.16, 'fifty_two_week_change': 23.976, 'beta': 1.152, 'day_50_ma': 436.6896, 'day_200_ma': 401.9115}","{'forward_annual_dividend_rate': 3.64, 'forward_annual_dividend_yield': 0.008469055374592834, 'trailing_annual_dividend_rate': 3.61, 'trailing_annual_dividend_yield': 0.008399255467659376, '5_year_average_dividend_yield': 0.84, 'payout_ratio': 0.4374, 'dividend_date': '2024-03-12', 'ex_dividend_date': '2024-02-26', 'last_split_factor': '2-for-1 split', 'last_split_date': '2005-05-18'}",SPGI,S&P Global Inc,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 132628455424, 'enterprise_value': 145656283136, 'trailing_pe': 12.443707, 'forward_pe': 11.61071, 'peg_ratio': 11.61071, 'price_to_sales_ttm': 2.2921908, 'price_to_book_mrq': 2.6952593, 'enterprise_to_revenue': 2.517, 'enterprise_to_ebitda': 5.884}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.18937, 'operating_margin': 0.29228002, 'return_on_assets_ttm': 0.10823, 'return_on_equity_ttm': 0.22525999, 'income_statement': {'revenue_ttm': 57861001216, 'revenue_per_share_ttm': 48.107, 'quarterly_revenue_growth': -0.208, 'gross_profit_ttm': 18203000000, 'ebitda': 25499000000, 'net_income_to_common_ttm': 10922000384, 'diluted_eps_ttm': 9.06, 'quarterly_earnings_growth_yoy': -0.074}, 'balance_sheet': {'total_cash_mrq': 6606000128, 'total_cash_per_share_mrq': 5.615, 'total_debt_mrq': 19633999872, 'total_debt_to_equity_mrq': 39.843, 'current_ratio_mrq': 1.432, 'book_value_per_share_mrq': 41.829}, 'cash_flow': {'operating_cash_flow_ttm': 19964999680, 'levered_free_cash_flow_ttm': 5435250176}}","{'shares_outstanding': 1176409984, 'float_shares': 1171561566, 'avg_10_volume': 5442480, 'avg_90_volume': 5805207, 'shares_short': 12329179, 'short_ratio': 2.14, 'short_percent_of_shares_outstanding': 0.0105, 'percent_held_by_insiders': 0.0015199999, 'percent_held_by_institutions': 0.83427}","{'fifty_two_week_low': 91.534, 'fifty_two_week_high': 127.35, 'fifty_two_week_change': 7.207, 'beta': 1.244, 'day_50_ma': 112.3044, 'day_200_ma': 113.4335}","{'forward_annual_dividend_rate': 3.12, 'forward_annual_dividend_yield': 0.027767888928444288, 'trailing_annual_dividend_rate': 4.18, 'trailing_annual_dividend_yield': 0.037201851192595226, '5_year_average_dividend_yield': 2.58, 'payout_ratio': 0.4316, 'dividend_date': '2024-03-01', 'ex_dividend_date': '2024-02-15', 'last_split_factor': '1311791-for-1000000 split', 'last_split_date': '2012-05-01'}",COP,ConocoPhillips,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 135990009856, 'enterprise_value': 146431016960, 'trailing_pe': 43.2954, 'forward_pe': 26.990189, 'peg_ratio': 26.990189, 'price_to_sales_ttm': 6.6343064, 'price_to_book_mrq': 7.3109, 'enterprise_to_revenue': 7.144, 'enterprise_to_ebitda': 27.913}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.15441, 'operating_margin': 0.24471001, 'return_on_assets_ttm': 0.06866, 'return_on_equity_ttm': 0.17978, 'income_statement': {'revenue_ttm': 20497999872, 'revenue_per_share_ttm': 53.999, 'quarterly_revenue_growth': 0.118, 'gross_profit_ttm': 13058000000, 'ebitda': 4952000000, 'net_income_to_common_ttm': 3164999936, 'diluted_eps_ttm': 8.26, 'quarterly_earnings_growth_yoy': 1.03}, 'balance_sheet': {'total_cash_mrq': 3052999936, 'total_cash_per_share_mrq': 8.029, 'total_debt_mrq': 13493999616, 'total_debt_to_equity_mrq': 72.576, 'current_ratio_mrq': 1.58, 'book_value_per_share_mrq': 48.916}, 'cash_flow': {'operating_cash_flow_ttm': 3711000064, 'levered_free_cash_flow_ttm': 2646749952}}","{'shares_outstanding': 380264000, 'float_shares': 340294483, 'avg_10_volume': 1104310, 'avg_90_volume': 1401000, 'shares_short': 3770968, 'short_ratio': 2.34, 'short_percent_of_shares_outstanding': 0.0106, 'percent_held_by_insiders': 0.06467, 'percent_held_by_institutions': 0.78773004}","{'fifty_two_week_low': 249.98, 'fifty_two_week_high': 359.78, 'fifty_two_week_change': 25.856, 'beta': 0.899, 'day_50_ma': 327.8954, 'day_200_ma': 294.78305}","{'forward_annual_dividend_rate': 3.2, 'forward_annual_dividend_yield': 0.008966850673914872, 'trailing_annual_dividend_rate': 3.05, 'trailing_annual_dividend_yield': 0.008546529548575111, '5_year_average_dividend_yield': 1.06, 'payout_ratio': 0.3697, 'dividend_date': '2024-04-30', 'ex_dividend_date': '2024-03-27', 'last_split_factor': '2-for-1 split', 'last_split_date': '2004-05-17'}",SYK,Stryker Corp,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 132138598400, 'enterprise_value': 146164563968, 'trailing_pe': 23.920897, 'forward_pe': 18.588074, 'peg_ratio': 18.588074, 'price_to_sales_ttm': 3.6042385, 'price_to_book_mrq': 8.328948, 'enterprise_to_revenue': 3.987, 'enterprise_to_ebitda': 16.743}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.15433, 'operating_margin': 0.16886, 'return_on_assets_ttm': 0.07627, 'return_on_equity_ttm': 0.33595002, 'income_statement': {'revenue_ttm': 36662001664, 'revenue_per_share_ttm': 55.297, 'quarterly_revenue_growth': 0.028, 'gross_profit_ttm': 13667000000, 'ebitda': 9112000000, 'net_income_to_common_ttm': 5657999872, 'diluted_eps_ttm': 8.47, 'quarterly_earnings_growth_yoy': 0.239}, 'balance_sheet': {'total_cash_mrq': 8095000064, 'total_cash_per_share_mrq': 12.412, 'total_debt_mrq': 21536000000, 'total_debt_to_equity_mrq': 130.99, 'current_ratio_mrq': 1.268, 'book_value_per_share_mrq': 24.326}, 'cash_flow': {'operating_cash_flow_ttm': 5340000256, 'levered_free_cash_flow_ttm': 3210125056}}","{'shares_outstanding': 652182016, 'float_shares': 618783581, 'avg_10_volume': 2565940, 'avg_90_volume': 3183850, 'shares_short': 7158788, 'short_ratio': 2.06, 'short_percent_of_shares_outstanding': 0.011, 'percent_held_by_insiders': 0.00095, 'percent_held_by_institutions': 0.79106003}","{'fifty_two_week_low': 174.88, 'fifty_two_week_high': 210.87, 'fifty_two_week_change': 4.216, 'beta': 1.023, 'day_50_ma': 200.4442, 'day_200_ma': 195.13965}","{'forward_annual_dividend_rate': 4.32, 'forward_annual_dividend_yield': 0.02137767220902613, 'trailing_annual_dividend_rate': 4.220000000000001, 'trailing_annual_dividend_yield': 0.020882818685669043, '5_year_average_dividend_yield': 1.99, 'payout_ratio': 0.4923, 'dividend_date': '2024-03-15', 'ex_dividend_date': '2024-02-29', 'last_split_factor': '1032-for-1000 split', 'last_split_date': '2018-10-29'}",HON,Honeywell International Inc,USD,NASDAQ,XNGS,America/New_York
