fiscal_date,sales,cost_of_goods,gross_profit,operating_income,other_income_expense,pretax_income,income_tax,net_income,eps_basic,eps_diluted,basic_shares_outstanding,diluted_shares_outstanding,ebit,ebitda,net_income_continuous_operations,minority_interests,preferred_stock_dividends,research_and_development,selling_general_and_administrative,other_operating_expenses,income,expense,symbol
30/06/2023,7501000,,,-69289000,5801000,-82101000,-212000,-81889000,-0.105055,-0.105055,779455772,779455772,-62657000,-64351000,-81889000,,,27189000,53107000,-3506000,831000,19444000,MEOBF
30/06/2022,10211000,,,-80574000,5891000,-91586000,-239000,-91347000,-0.133499,-0.133499,684386285,684386285,-74680000,-76191000,-91347000,,,32815000,57967000,30757000,3000,16906000,MEOBF
30/06/2021,7434000,,,-107603000,18687000,-99630000,-819000,-98811000,-0.154833,-0.154833,638179587,638179587,-88916000,-103339000,-98811000,,,53012000,63586000,-1561000,22000,10714000,MEOBF
30/06/2020,31614000,,,-75414000,2233000,-87355000,-9415000,-77940000,-0.139757,-0.139757,557682115,557682115,-72639000,-71205000,-77940000,,,56188000,50918000,-78000,542000,14716000,MEOBF
31/12/2022,0,,,-1965458,19653081,17687623,,17687623,,,,,-1965458,-21618539,17687623,,,,,1965458,,,COOLU
31/12/2021,0,,,-1709425,7261288,5551863,,5551863,,,,,-1709425,-8970713,5551863,,,,1709425,1709425,,,COOLU
31/12/2022,0,,,-125621000,2000,-123665000,0,-123665000,-2.76,-2.76,44823597,44823597,-125621000,-119154000,-123665000,,,94537000,31084000,,1954000,,TNYA
31/12/2021,0,,,-72806000,-23000,-72721000,0,-72721000,-4.1,-4.1,17734166,17734166,-72806000,-69845000,-72721000,,,54393000,18413000,,108000,,TNYA
31/12/2020,0,,,-38912000,430000,-38395000,0,-38395000,-1.411577,-1.411577,27200083,27200083,-38912000,-36429000,-38395000,,,31099000,7813000,,87000,,TNYA
31/12/2022,337658000,236394000,101264000,-1946000,-5756000,-2879000,5157000,-8036000,-0.18,-0.18,44850791,44850791,-1722000,19595000,-8036000,,,52338000,50872000,,5980000,1157000,MX
31/12/2021,474230000,320687000,153543000,49891000,22840000,73969000,17261000,56708000,1.21,1.21,44879412,44879412,75340000,67916000,56708000,,,51212000,52440000,,2609000,1371000,MX
31/12/2020,507059000,378742000,128317000,32645000,-3667000,10831000,-46228000,344965000,9.8,7.54,35213525,35213525,28978000,52236000,344965000,,,45698000,49974000,,,18147000,MX
31/08/2023,1754000000,,,,,281000000,157000000,124000000,0.366,0.366,325186652,325186652,,,,,5000000,,94000000,292000000,,,BKQNY
31/08/2022,1648000000,,,,,601000000,192000000,409000000,1.262,1.156,321419880,321419880,,,,0,3000000,,99000000,316000000,,,BKQNY
31/08/2021,1244000000,,,,,538000000,169000000,369000000,1.34,1.252,274814256,274814256,,,,-1000000,1000000,,88000000,211000000,,,BKQNY
30/11/2020,1796000000,,,,,,,,,,,,,,,,,,,,,,BKQNY
31/08/2020,1091000000,,,,,173000000,58000000,115000000,0.508782,0.487421,227061528,227061528,,,,0,,,61000000,216000000,,,BKQNY
31/12/2022,8184000,3861000,4323000,-31138000,1236000,-29885000,,-29885000,-866.25,-866.25,34529,34529,-31138000,-32578000,-29885000,,,5917000,29544000,,,,AWH
31/12/2021,6812000,3750000,3062000,-32595000,981000,-31662000,,-31662000,-960.75,-960.75,32951,32951,-32595000,-32293000,-31662000,,,5314000,30343000,,,,AWH
31/12/2020,4651000,3415000,1236000,-17981000,66000,-17905000,,-17905000,-2.7,-2.7,6714886,6714886,-17981000,-17716000,-17905000,,,2104000,17113000,,10000,,AWH
31/12/2022,9878000,7594000,2284000,-19905000,-56577000,-80460000,,-79713000,,,,,-76482000,-17897000,-79713000,,,2354000,17827000,,,3978000,COMSP
31/12/2021,9064000,4582000,4482000,-39193000,-110396000,-152386000,0,-153049000,,,,,-149589000,-25231000,-153049000,,,4044000,25553000,,0,2797000,COMSP
31/12/2020,9427000,4596000,4831000,-27222000,-1458000,-39988000,-2906000,-37082000,,,,,-28679000,-16059000,-37081000,,,2013000,17509000,,2000,11309000,COMSP
31/12/2022,80248000,,,,,-27258000,-5790000,-21468000,-1.3,-1.3,16482623,16482623,,,-21468000,,,,35989000,,,,PVBC
31/12/2021,65901000,,,,,22093000,5954000,16139000,0.96,0.93,16772628,16772628,,,16139000,,,,30687000,,,,PVBC
31/12/2020,58015000,,,,,16610000,4625000,11985000,0.66,0.66,18090229,18090229,,,11985000,,,,25564000,,,,PVBC
31/12/2023,354149,214568,139581,-43867596,-556017,-43908600,177731,-44086331,-0.628,-0.628,70399450,70399450,-43673337,-42719425,,,,730826,39755419,2567018,750277,235262,BCHPY
31/12/2022,7741164,733209,7007955,-34231175,311843,-33660373,56012,-33716386,-0.496,-0.496,68189464,68189464,-33525791,-32684998,,,,3635171,33843238,2919927,393540,134582,BCHPY
31/12/2021,1588483,287172,1301311,-19932864,-962615,-20828723,152586,-20981309,-0.488,-0.488,42979433,42979433,-20799805,-20555828,,,,3909392,15508976,1571830,95674,28918,BCHPY
31/12/2020,120829,48616,72213,-11169819,-10137774,-26822049,0,-26822049,-0.704,-0.704,58293320,58293320,-21280140,-21032227,,,,1031697,8303445,1658977,27453,5541909,BCHPY
31/12/2022,12179000,,,-56978000,3048000,-54294000,-20000,-54274000,-1.31,-1.31,41449732,41449732,-53587000,-54937000,-54274000,,,60469000,10678000,-2210000,390000,707000,IVA
31/12/2021,4194000,,,-52126000,2937000,-49275000,364000,-49639000,-1.27,-1.27,39168152,39168152,-49137000,-51898000,-49635000,,,48452000,7496000,-1695000,57000,138000,IVA
31/12/2020,372000,,,-29427000,-4343000,-33618000,0,-33618000,-0.99,-0.99,33874751,33874751,-33552000,-27321000,-33619000,,,23717000,6283000,2485000,226000,66000,IVA
31/12/2022,26941000,15298000,11643000,-1527000,-46000,-1388000,54000,-1442000,-0.05,-0.05,30289000,30289000,-1371000,-931000,-1442000,,,895000,12275000,,202000,17000,FTEK
31/12/2021,24261000,12363000,11898000,-1489000,1570000,68000,14000,54000,0.001825,0.001819,29585000,29585000,87000,828000,54000,,,1332000,12055000,,6000,19000,FTEK
31/12/2020,22550000,11912000,10638000,-4139000,-78000,-4221000,57000,-4278000,-0.17,-0.17,24691000,24691000,-4217000,-3172000,-4278000,,,1177000,13600000,,,4000,FTEK
31/12/2023,19215000000,,,,,7503000000,1985000000,5518000000,0.304,0.3,16238250000,16238250000,,,7503000000,-58000000,527000000,,,3545000000,,,LYG
31/12/2022,16040000000,,,,,4782000000,859000000,3923000000,0.196,0.196,17211750000,17211750000,,,4782000000,-96000000,438000000,,435000000,2959000000,,,LYG
31/12/2021,16324000000,,,,,6902000000,1017000000,5885000000,0.3,0.3,17734250000,17734250000,,,6902000000,-101000000,429000000,,371000000,3829000000,,,LYG
31/12/2020,15133000000,,,,,1226000000,-161000000,1387000000,0.048,0.048,17651500000,17651500000,,,1226000000,-69000000,453000000,,376000000,2331000000,,,LYG
31/12/2023,16338000000,9624000000,6714000000,2628000000,232000000,1515000000,108000000,1407000000,3.12,3.11,383000000,383000000,3127000000,5700000000,1407000000,,,,880000000,,267000000,1612000000,EIX
31/12/2022,17220000000,11099000000,6121000000,1532000000,209000000,662000000,-162000000,824000000,1.61,1.6,381000000,381000000,1831000000,4375000000,824000000,,,,1527000000,,90000000,1169000000,EIX
31/12/2021,14905000000,9185000000,5720000000,1546000000,164000000,789000000,-136000000,925000000,2,2,380000000,380000000,1714000000,3949000000,925000000,,,,1491000000,,4000000,925000000,EIX
31/12/2020,13578000000,8541000000,5037000000,968000000,480000000,566000000,-305000000,871000000,1.98,1.98,373000000,373000000,1468000000,3095000000,942000000,0,,,1664000000,-133000000,20000000,902000000,EIX
31/12/2022,21040000,15294000,5746000,-16602000,,-20053000,2148000,-25730000,-0.36,-0.36,70626248,70626248,-19564000,-10066000,-25730000,,0,5047000,5149000,1372000,782000,489000,NVYTF
31/12/2021,92603000,64377000,28226000,613000,,-5660000,349000,-9728000,-0.14,-0.14,70626248,70626248,-5390000,2914000,-9728000,,0,4645000,7401000,1344000,396000,270000,NVYTF
31/12/2020,277204000,65704000,211500000,174923000,,165171000,32748000,132423000,1.94,1.94,68187101,68187101,166784000,176463000,132423000,,0,1630000,5734000,429000,46000,1613000,NVYTF
31/12/2023,64844000000,,,,,21432000000,4432000000,17000000000,32.39,31.28,472509532,472509532,,,21432000000,-243000000,1452000000,,1585000000,6356000000,,,NDBKY
31/12/2022,58671000000,,,,,19760000000,4330000000,15430000000,29.34,28.54,486867063,486867063,,,19760000000,-164000000,979000000,,1546000000,6074000000,,,NDBKY
31/12/2021,53579000000,,,,,16430000000,4043000000,12387000000,23.17,22.71,485071919,485071919,,,16430000000,-99000000,862000000,,1630000000,5808000000,,,NDBKY
31/12/2020,50378000000,,,,,6331000000,1877000000,4454000000,7.17,7.09,483208526,483208526,,,6331000000,-55000000,681000000,,1332000000,5714000000,,,NDBKY
31/12/2022,58259000,90054000,-31795000,-122666000,-56868000,-188284000,23000,-188307000,-902.19,-902.19,208573,208573,-122666000,-61435000,-188173000,134000,,8179000,82692000,,,,AGFY
31/12/2021,59859000,54625000,5234000,-33661000,1287000,-32300000,25000,-32325000,-340.75,-340.75,95455,95455,-33661000,-33669000,-32465000,-140000,,3925000,34970000,,,,AGFY
31/12/2020,12087000,11517000,570000,-12616000,-8542000,-21639000,0,-21639000,-361.516415,-361.516415,61408,61408,-12616000,-3667000,-21617000,22000,,3354000,9832000,,,,AGFY
31/12/2022,50945000000,41513000000,9432000000,3407000000,,3449000000,686000000,2763000000,1.62,1.62,1646000000,1646000000,3694000000,4631000000,3449000000,-98000000,0,1618000000,4885000000,159000000,337000000,245000000,DTRUY
31/12/2021,39764000000,32519000000,7245000000,1936000000,,3274000000,891000000,2383000000,1.425,1.425,1646000000,1646000000,3430000000,3349000000,3274000000,-36000000,0,1398000000,4357000000,286000000,99000000,156000000,DTRUY
31/12/2020,36013000000,30531000000,5482000000,440000000,,334000000,465000000,-131000000,-0.086882,-0.086882,1645903764,1645903764,604000000,1922000000,334000000,-12000000,0,1423000000,4097000000,173000000,62000000,270000000,DTRUY
31/01/2023,1864182000,1335588000,528594000,-67487000,410877000,314287000,20453000,293834000,86.4,85,3402300,3402300,343390000,-3934000,293834000,,,,596671000,-590000,,29103000,EXPR
31/01/2022,1870296000,1311829000,558467000,779000,298000,-14121000,315000,-14436000,-4.4,-4.4,3322400,3322400,1077000,68699000,-14436000,,,,558187000,-499000,,15198000,EXPR
31/01/2021,1208374000,1213281000,-4907000,-455215000,-2733000,-461349000,-55900000,-405449000,-125.4,-125.4,3231200,3231200,-457948000,-384250000,-405449000,,,,450834000,-526000,,3401000,EXPR
31/12/2021,325700000,107800000,217900000,-37600000,,-59500000,-9400000,-50100000,-0.015,-0.015,3235300000,3235300000,,36700000,-59500000,,0,,87600000,7700000,0,38000000,PLTNR
31/12/2020,180600000,52100000,128500000,24700000,,-26600000,-5500000,-21100000,-0.006154,-0.006154,3428540429,3428540429,,62600000,-26600000,,0,,21700000,5100000,100000,39100000,PLTNR
31/12/2022,12563780344,10509683909,2054096435,901451638,,611897862,-30060272,641958134,6.061,6.061,112366104,112366104,633097705,1324748738,641958134,39092823,0,528782269,277989157,84942261,27386455,21199843,FIRRY
31/12/2021,9333808881,7735200896,1598607985,616560222,,460291922,26948716,433343206,3.94,3.94,111220613,111220613,488684242,1605586974,433343206,4866008,0,415352332,254353538,79859228,2450078,28392320,FIRRY
31/12/2020,7582476787,6046229374,1536247413,546230577,,307334435,26372185,280962250,2.842,2.842,98575208,98575208,383340380,1279120185,280962250,-811510,0,339036171,407248612,80565799,31766071,76005944,FIRRY
31/12/2022,338434000,273101000,65333000,48253000,-1768000,44211000,11105000,33106000,1.17,1.17,28396993,28396993,46457000,53567000,33106000,,,,14851000,2229000,,2246000,TWIRF
31/12/2021,301848000,233221000,68627000,52260000,63750000,113478000,25507000,87971000,3.09,3.09,28453485,28453485,115998000,58084000,87971000,,,,16367000,,,2520000,TWIRF
31/12/2020,215894000,190044000,25850000,11896000,-385000,7176000,2045000,5131000,0.18,0.18,28773322,28773322,11492000,17696000,5131000,,,,13954000,,,4316000,TWIRF
31/12/2022,1683801,961322,722479,-1941681,16984499,15240222,1271797,13968425,0.31,0.31,44132721,44132721,-1941681,-17964858,13968425,-188075,,,1147986,1516174,197404,,LITRF
31/12/2021,1803175,1036170,767005,-251717,12065128,11813411,642180,11171231,0.39,0.39,44132721,44132721,-251717,-11280675,11171231,-449993,,,512459,506263,0,,LITRF
31/12/2020,1123276,750357,372919,-400161,869166,470432,195743,274689,0.006224,0.004969,44132721,44132721,-400161,-518970,274689,,,,221224,551856,1427,,LITRF
31/12/2021,521600000,456700000,64900000,-80100000,,-85500000,4200000,-89700000,-0.532,-0.532,161200000,161200000,,-40100000,-79700000,3900000,0,,139000000,,300000,1500000,TNMD
31/12/2020,626000000,557900000,68100000,-95200000,,-223000000,15200000,-238200000,-1.432,-1.432,163900000,163900000,,-113900000,-220000000,3500000,0,,150200000,,300000,1900000,TNMD
31/12/2019,960000000,712600000,247400000,41400000,,45600000,4200000,41400000,0.24,0.235,165200000,165200000,,134100000,46800000,-1700000,0,,179500000,,700000,2200000,TNMD
31/12/2018,911400000,636300000,275100000,72400000,,74700000,-11000000,85700000,0.544,0.523,164100000,164100000,,140300000,75400000,3600000,0,,174600000,,600000,100000,TNMD
31/12/2022,725745000,328658000,397087000,17129000,-4942000,-8056000,-473000,-7583000,-0.67,-0.67,15751000,15751000,12361000,169701000,-7583000,1938000,,,231805000,,174000,20417000,ATNI
31/12/2021,602707000,285377000,317330000,18541000,-31746000,-22687000,-1878000,-20809000,-1.52,-1.52,15867000,15867000,-13073000,131000000,-20809000,-1299000,,,188283000,,132000,9614000,ATNI
31/12/2020,455444000,195729000,259715000,32393000,-27374000,93000,801000,-708000,-0.89,-0.89,15923000,15923000,5440000,116964000,-708000,-13414000,,,139011000,,421000,5347000,ATNI
31/12/2022,100936000,101751000,-815000,-161098000,-114265000,-274809000,-7711000,-282116000,-63.75,-63.75,4101623,4101623,-271859000,-142927000,-282116000,21424000,0,3888000,148678000,,3504000,2950000,IDEX
31/12/2021,114080000,90852000,23228000,-91185000,-165160000,-256982000,-11786000,-256725000,-71.25,-71.25,3582633,3582633,-254843000,-82304000,-256725000,716000,0,760000,107535000,,1502000,2139000,IDEX
31/12/2020,26759000,24702000,2057000,-49828000,-32311000,-98109000,-3308000,-111581000,-58.75,-58.75,1707924,1707924,-82031000,-40072000,-111581000,10501000,184000,1635000,44940000,,108000,16078000,IDEX
31/12/2023,776952000,229670000,547282000,-443919000,37245000,-406674000,36072000,-442746000,,,,,-443919000,-395155000,-442746000,,,348752000,642449000,,,,CFLT
31/12/2022,585944000,202415000,383529000,-462674000,16416000,-446258000,6293000,-452551000,-1.62,-1.62,280080357,280080357,-462674000,-455054000,-452551000,,,264041000,582162000,,,,CFLT
31/12/2021,387864000,137292000,250572000,-339620000,-7000,-339627000,3174000,-342801000,-1.82,-1.82,188627720,188627720,-339620000,-335988000,-342801000,,,161925000,428267000,,2020000,,CFLT
31/12/2020,236577000,75476000,161101000,-233175000,3140000,-230035000,-207000,-229828000,-1.024822,-1.024822,224261477,224261477,-233175000,-231608000,-229828000,,10752000,105399000,288877000,,4113000,,CFLT
30/06/2023,321606000,219189000,102417000,90581000,,85554000,24817000,60737000,0.0319,0.0319,1916504000,1916504000,94190000,112562000,85554000,402000,0,87000,1302000,5394000,1139000,8636000,PAFRF
30/06/2022,376371000,252873000,123498000,105752000,,106876000,31924000,74952000,0.039,0.039,1916504000,1916504000,113143000,133526000,106876000,185000,0,208000,1494000,6574000,1092000,6267000,PAFRF
30/06/2021,368915000,240889000,128026000,110513000,,104833000,30141000,74692000,0.0387,0.0387,1928329000,1928329000,112508000,141149000,104834000,0,0,426000,1030000,5853000,750000,7675000,PAFRF
30/06/2020,274106800,179960500,94146300,86442700,,52197800,7904500,44293300,0.023,0.023,1928329500,1928329500,65537100,107351900,52197800,,0,391300,739700,1936800,464800,13339300,PAFRF
31/12/2023,4343072000,2874088000,1468984000,356120000,,303592000,94896000,208696000,0.5845,0.5504,352017720,352017720,355994000,456538000,303592000,-2944000,0,,184668000,276598000,32617000,52402000,ISMAY
31/12/2022,3851390000,2562690000,1288700000,310010000,,255761000,80172000,175589000,0.48745,0.4508,352643442,352643442,289003000,388354000,255761000,-3694000,0,,152589000,241180000,14528000,33242000,ISMAY
31/12/2021,3390425000,2355327000,1035098000,250286000,,211441000,65408000,146033000,0.407,0.37715,352271486,352271486,247254000,332039000,211441000,-2664000,0,,116952000,154337000,5218000,35813000,ISMAY
31/12/2020,3043408000,2205878000,837530000,24136000,,-72413000,-14946000,-57467000,-0.18485,-0.18485,352465792,352465792,-34839000,125330000,-72413000,-7686000,0,,99302000,187590000,6168000,37574000,ISMAY
31/12/2022,631132000,550830000,80302000,-29002000,-8095000,-57339000,-19542000,-37796000,,,,,-37097000,-6737000,-37796000,,,,87585000,,,20242000,CMAXW
31/12/2021,295762000,264313000,31449000,-27301000,25276000,-6517000,159000,-6675000,,,,,-2025000,-15418000,-6675000,0,,,45534000,,,4492000,CMAXW
31/12/2020,103421000,83423000,19998000,9682000,-451000,7572000,0,7572000,,,,,9231000,11183000,7572000,29000,,,8815000,,,1659000,CMAXW
31/12/2021,0,,,-1716659,1609532,-93808,,-93808,-0.026404,-0.026404,3552740,3552740,-1716659,-3380191,-93808,,,,1716659,1716659,13319,,LJAQ
31/12/2023,1333229000,1155442000,177787000,21884000,-6869000,10100000,-9560000,19660000,0.84,0.82,23452000,23452000,15015000,94132000,19660000,,,,82103000,2808000,,4915000,BJRI
31/12/2022,1283926000,1139162000,144764000,720000,-6140000,-8308000,-12384000,4076000,0.17,0.17,23405000,23405000,-5420000,71165000,4076000,,,,73333000,326000,,2888000,BJRI
31/12/2021,1087038000,957406000,129632000,-12561000,-1619000,-19182000,-15576000,-3606000,-0.16,-0.16,23191000,23191000,-14180000,62519000,-3606000,,,,67957000,1483000,,5002000,BJRI
31/12/2020,778510000,722090000,56420000,-69290000,-13582000,-89950000,-32065000,-57885000,-2.74,-2.74,21162000,21162000,-82872000,5109000,-57885000,,,,54663000,-2077000,,7078000,BJRI
30/06/2023,4222993000,1867331000,2355662000,1151997000,-2954000,1101664000,204108000,897556000,6.12,6.09,146765000,146765000,1151997000,1349458000,897556000,,,287642000,874003000,,,,RMD
30/06/2022,3578127000,1553816000,2024311000,1002150000,-19355000,960483000,181046000,779437000,5.34,5.3,146066000,146066000,1002150000,1197855000,779437000,,,253575000,737508000,,,,RMD
30/06/2021,3196825000,1357725000,1839100000,912351000,-5062000,883662000,409157000,474505000,3.27,3.24,145313000,145313000,912351000,1112542000,474505000,,,225284000,670387000,,362000,23989000,RMD
30/06/2020,2957013000,1239227000,1717786000,809059000,-36615000,733088000,111414000,621674000,4.31,4.27,144338000,144338000,809059000,989832000,621674000,,,201946000,676689000,,1021000,40377000,RMD
31/12/2022,141528000,41634000,99894000,-24728000,-168828000,-193556000,3942000,-197498000,-4.66,-4.66,42359523,42359523,-24728000,166329000,-197498000,,,26345000,75001000,,,,GAN
31/12/2021,124163000,41373000,82790000,-27713000,-3092000,-30805000,-211000,-30594000,-0.73,-0.73,42023327,42023327,-27713000,-7404000,-30594000,,,22548000,71147000,,32000,2000,GAN
31/12/2020,35159000,10471000,24688000,-19472000,,-19864000,353000,-20217000,-0.75,-0.75,27006058,27006058,-19469000,-16212000,-20217000,,,11032000,29871000,,3000,395000,GAN
31/12/2022,22469000000,,,,,6007000000,1630000000,4377000000,0.23,0.23,19315541610,19315541610,,,4377000000,-23000000,,,3335000000,1690000000,,,IITSF
31/12/2021,21898000000,,,,,5181000000,1138000000,4043000000,0.22,0.22,19377549407,19377549407,,,4043000000,142000000,,,3406000000,1665000000,,,IITSF
31/12/2020,21987000000,,,,,2208000000,59000000,3285000000,0.18,0.18,18240491151,18240491151,,,3285000000,-8000000,,,3342000000,1844000000,,,IITSF
